seed: 20260501
count: 11

file | secret | source image | depth | puzzle type | solution path
--------------------------------------------------------------------------------------------------------------
ctf_mvp_puzzles/puzzle_0001_depth1.png | secret{e3af18c8} | src_images/Bliss_(Windows_XP).png | 1 | lsb_text | zsteg b1,rgb,lsb,xy
ctf_mvp_puzzles/puzzle_0002_depth1.png | secret{ea99f49d} | src_images/reflect_sea.jpg | 1 | alpha_lsb_text | zsteg b1,a,lsb,xy
ctf_mvp_puzzles/puzzle_0003_depth1.png | secret{47296cfd} | src_images/airplane_orig.jpg | 1 | append_text | strings or inspect PNG trailer data
ctf_mvp_puzzles/puzzle_0004_depth1.png | secret{7c2e1ec6} | src_images/Bliss_(Windows_XP).png | 1 | metadata_text | exiftool ImageDescription -> base64 decode -> skip 4-byte length prefix
ctf_mvp_puzzles/puzzle_0005_depth1.png | secret{bae8d3e5} | src_images/airplane_wcapcha.jpg | 1 | low_contrast_text | visually enhance local contrast or inspect manually near position=(880, 130)
ctf_mvp_puzzles/puzzle_0006_depth2.png | secret{55e499dc} | src_images/Bliss_(Windows_XP).png | 2 | alpha_wraps_low_contrast_image | zsteg b1,a,lsb,xy -> skip 4-byte length prefix -> inner PNG -> visually enhance/read text
ctf_mvp_puzzles/puzzle_0007_depth2.png | secret{438361c4} | src_images/airplane_wcapcha.jpg | 2 | append_wraps_lsb_image | extract PNG trailer payload -> skip 4-byte length prefix -> inner PNG -> zsteg b1,rgb,lsb,xy
ctf_mvp_puzzles/puzzle_0008_depth2.png | secret{156f4972} | src_images/airplane_orig.jpg | 2 | alpha_wraps_metadata_image | zsteg b1,a,lsb,xy -> skip 4-byte length prefix -> inner PNG -> exiftool metadata
ctf_mvp_puzzles/puzzle_0009_depth2.png | secret{cab3fd95} | src_images/Bliss_(Windows_XP).png | 2 | lsb_wraps_low_contrast_image | zsteg b1,rgb,lsb,xy -> skip 4-byte length prefix -> inner PNG -> visually enhance/read text
ctf_mvp_puzzles/puzzle_0010_depth2.png | secret{0e96eaf5} | src_images/airplane_orig.jpg | 2 | lsb_wraps_metadata_image | zsteg b1,rgb,lsb,xy -> skip 4-byte length prefix -> inner PNG -> exiftool metadata
ctf_mvp_puzzles/puzzle_0011_depth2.png | secret{6d87cd88} | src_images/airplane_wcapcha.jpg | 2 | metadata_wraps_lsb_image | exiftool metadata -> base64 decode -> skip 4-byte length prefix -> inner PNG -> zsteg b1,rgb,lsb,xy
